FromAirport,Flight,To,DepartureTime,ArrivalTime,Cost
IXZ,6E6306,HYD,2025-05-01T09:35:00+00:00,2025-05-01T12:05:00+00:00,18302.1132
IXZ,AI486,DEL,2025-05-01T10:50:00+00:00,2025-05-01T14:45:00+00:00,28068.88583
IXZ,IX2642,CCU,2025-05-01T12:20:00+00:00,2025-05-01T14:35:00+00:00,15504.96031
IXZ,AI9947,CCU,2025-05-01T12:20:00+00:00,2025-05-01T14:35:00+00:00,15504.96031
IXZ,AI9945,CCU,2025-05-01T08:25:00+00:00,2025-05-01T10:50:00+00:00,16171.62698
IXZ,6E6396,CCU,2025-05-01T11:55:00+00:00,2025-05-01T14:05:00+00:00,15171.62698
IXZ,6E5043,CCU,2025-05-01T08:45:00+00:00,2025-05-01T10:55:00+00:00,15171.62698
IXZ,IX2696,BLR,2025-05-01T13:35:00+00:00,2025-05-01T16:25:00+00:00,19544.79863
IXZ,AI9943,BLR,2025-05-01T13:35:00+00:00,2025-05-01T16:25:00+00:00,19544.79863
IXZ,6E6357,BLR,2025-05-01T14:50:00+00:00,2025-05-01T17:25:00+00:00,18544.79863
IXZ,IX1612,BBI,2025-05-01T13:25:00+00:00,2025-05-01T15:35:00+00:00,14692.99034
IXZ,AI9539,BBI,2025-05-01T13:25:00+00:00,2025-05-01T15:35:00+00:00,14692.99034
BEK,6E5338,BOM,2025-05-02T14:20:00+00:00,2025-05-02T16:45:00+00:00,15825.60478
BEK,6E942,BLR,2025-05-01T14:50:00+00:00,2025-05-01T17:40:00+00:00,19809.7725
CDP,6E7097,HYD,2025-05-02T16:35:00+00:00,2025-05-02T17:50:00+00:00,6516.815408
CDP,6E7098,MAA,2025-05-02T12:55:00+00:00,2025-05-02T13:55:00+00:00,5130.14792
CDP,6E7097,HYD,2025-05-01T16:35:00+00:00,2025-05-01T17:50:00+00:00,6516.815408
CDP,6E7278,VGA,2025-05-01T12:55:00+00:00,2025-05-01T14:00:00+00:00,5891.600549
RJA,6E7229,HYD,2025-05-02T11:50:00+00:00,2025-05-02T13:05:00+00:00,6803.605004
RJA,6E7734,MAA,2025-05-02T12:00:00+00:00,2025-05-02T13:30:00+00:00,8445.82201
RJA,6E7312,HYD,2025-05-02T15:15:00+00:00,2025-05-02T16:25:00+00:00,6470.271671
RJA,6E7289,HYD,2025-05-02T10:05:00+00:00,2025-05-02T11:10:00+00:00,6136.938338
RJA,6E7119,HYD,2025-05-02T08:30:00+00:00,2025-05-02T09:40:00+00:00,6470.271671
RJA,6E2752,DEL,2025-05-02T16:00:00+00:00,2025-05-02T18:30:00+00:00,16787.14654
RJA,6E7711,BLR,2025-05-02T08:40:00+00:00,2025-05-02T10:30:00+00:00,10426.12328
RJA,6E7119,HYD,2025-05-01T08:30:00+00:00,2025-05-01T09:40:00+00:00,6470.271671
RJA,6E2752,DEL,2025-05-01T16:00:00+00:00,2025-05-01T18:30:00+00:00,16787.14654
RJA,6E7229,HYD,2025-05-01T11:50:00+00:00,2025-05-01T13:05:00+00:00,6803.605004
RJA,6E7232,BLR,2025-05-01T20:45:00+00:00,2025-05-01T22:40:00+00:00,10759.45661
RJA,6E7289,HYD,2025-05-01T10:05:00+00:00,2025-05-01T11:10:00+00:00,6136.938338
RJA,6.00E+276,BOM,2025-05-01T19:15:00+00:00,2025-05-01T21:05:00+00:00,12194.19365
RJA,6E7312,HYD,2025-05-01T15:15:00+00:00,2025-05-01T16:25:00+00:00,6470.271671
RJA,6E7547,HYD,2025-05-01T18:30:00+00:00,2025-05-01T19:40:00+00:00,6470.271671
RJA,6E7567,HYD,2025-05-01T21:25:00+00:00,2025-05-01T22:35:00+00:00,6470.271671
RJA,6E7734,MAA,2025-05-01T12:00:00+00:00,2025-05-01T13:30:00+00:00,8445.82201
RJA,6E7711,BLR,2025-05-01T08:40:00+00:00,2025-05-01T10:30:00+00:00,10426.12328
TIR,SG2131,HYD,2025-05-02T08:00:00+00:00,2025-05-02T09:20:00+00:00,7412.116042
TIR,6E7563,HYD,2025-05-02T08:55:00+00:00,2025-05-02T10:20:00+00:00,7745.449375
TIR,9I878,HYD,2025-05-02T07:55:00+00:00,2025-05-02T09:15:00+00:00,7412.116042
TIR,6E7506,HYD,2025-05-02T11:55:00+00:00,2025-05-02T13:15:00+00:00,7412.116042
TIR,6E7048,HYD,2025-05-02T08:20:00+00:00,2025-05-02T09:45:00+00:00,7745.449375
TIR,AI2541,HYD,2025-05-02T14:35:00+00:00,2025-05-02T15:40:00+00:00,6412.116042
TIR,6E6606,HYD,2025-05-02T13:00:00+00:00,2025-05-02T14:10:00+00:00,6745.449375
TIR,6E6297,HYD,2025-05-02T15:35:00+00:00,2025-05-02T16:45:00+00:00,6745.449375
TIR,6E2082,DEL,2025-05-02T09:00:00+00:00,2025-05-02T11:40:00+00:00,19030.18873
TIR,6E533,BOM,2025-05-02T07:45:00+00:00,2025-05-02T09:30:00+00:00,11670.93014
TIR,6E7322,VGA,2025-05-02T11:30:00+00:00,2025-05-02T12:40:00+00:00,6405.732246
TIR,6E7738,BLR,2025-05-02T12:30:00+00:00,2025-05-02T13:35:00+00:00,5356.716673
TIR,6E7342,BLR,2025-05-02T14:30:00+00:00,2025-05-02T15:35:00+00:00,5356.716673
TIR,SG2918,HYD,2025-05-01T20:30:00+00:00,2025-05-01T21:55:00+00:00,7745.449375
TIR,6E7064,VTZ,2025-05-01T16:45:00+00:00,2025-05-01T18:35:00+00:00,10334.82243
TIR,SG2131,HYD,2025-05-01T08:00:00+00:00,2025-05-01T09:20:00+00:00,7412.116042
TIR,6E7322,VGA,2025-05-01T11:30:00+00:00,2025-05-01T12:40:00+00:00,6405.732246
TIR,AI2541,HYD,2025-05-01T14:35:00+00:00,2025-05-01T15:40:00+00:00,6412.116042
TIR,6E7342,BLR,2025-05-01T14:30:00+00:00,2025-05-01T15:35:00+00:00,5356.716673
TIR,9I878,HYD,2025-05-01T07:40:00+00:00,2025-05-01T09:00:00+00:00,7412.116042
TIR,6E7565,HYD,2025-05-01T17:10:00+00:00,2025-05-01T18:40:00+00:00,8078.782708
TIR,6E7563,HYD,2025-05-01T08:55:00+00:00,2025-05-01T10:20:00+00:00,7745.449375
TIR,6E7553,HYD,2025-05-01T21:00:00+00:00,2025-05-01T22:20:00+00:00,7412.116042
TIR,6E7506,HYD,2025-05-01T11:55:00+00:00,2025-05-01T13:15:00+00:00,7412.116042
TIR,6E7048,HYD,2025-05-01T08:20:00+00:00,2025-05-01T09:45:00+00:00,7745.449375
TIR,6E6606,HYD,2025-05-01T13:00:00+00:00,2025-05-01T14:10:00+00:00,6745.449375
TIR,6E6591,HYD,2025-05-01T19:20:00+00:00,2025-05-01T20:30:00+00:00,6745.449375
TIR,6E6297,HYD,2025-05-01T15:35:00+00:00,2025-05-01T16:45:00+00:00,6745.449375
TIR,6E2082,DEL,2025-05-01T09:00:00+00:00,2025-05-01T11:40:00+00:00,19030.18873
TIR,6E533,BOM,2025-05-01T07:45:00+00:00,2025-05-01T09:30:00+00:00,11670.93014
TIR,6E7738,BLR,2025-05-01T12:30:00+00:00,2025-05-01T13:35:00+00:00,5356.716673
VGA,6E7046,MAA,2025-05-02T13:25:00+00:00,2025-05-02T14:45:00+00:00,7320.90805
VGA,6E7297,HYD,2025-05-02T10:30:00+00:00,2025-05-02T11:30:00+00:00,5319.277769
VGA,6E7214,HYD,2025-05-02T16:45:00+00:00,2025-05-02T17:45:00+00:00,5319.277769
VGA,BA8817,HYD,2025-05-02T16:45:00+00:00,2025-05-02T17:45:00+00:00,5319.277769
VGA,6E7209,HYD,2025-05-02T07:35:00+00:00,2025-05-02T08:35:00+00:00,5319.277769
VGA,6E7153,HYD,2025-05-02T15:15:00+00:00,2025-05-02T16:15:00+00:00,5319.277769
VGA,AI2572,DEL,2025-05-02T08:55:00+00:00,2025-05-02T11:30:00+00:00,17261.7565
VGA,6E2178,DEL,2025-05-02T11:10:00+00:00,2025-05-02T13:35:00+00:00,16595.08983
VGA,6E7323,TIR,2025-05-02T13:00:00+00:00,2025-05-02T14:10:00+00:00,6405.732246
VGA,6E7128,VTZ,2025-05-02T08:45:00+00:00,2025-05-02T10:00:00+00:00,6450.040085
VGA,6E7445,BLR,2025-05-02T12:15:00+00:00,2025-05-02T14:00:00+00:00,9482.657037
VGA,6E7203,BLR,2025-05-02T07:50:00+00:00,2025-05-02T09:35:00+00:00,9482.657037
VGA,6E7323,TIR,2025-05-01T13:00:00+00:00,2025-05-01T14:10:00+00:00,6405.732246
VGA,6E7139,MAA,2025-05-01T20:20:00+00:00,2025-05-01T21:40:00+00:00,7320.90805
VGA,IX2744,VTZ,2025-05-01T21:30:00+00:00,2025-05-01T22:45:00+00:00,6450.040085
VGA,6E7128,VTZ,2025-05-01T08:45:00+00:00,2025-05-01T10:00:00+00:00,6450.040085
VGA,6E7046,MAA,2025-05-01T13:25:00+00:00,2025-05-01T14:45:00+00:00,7320.90805
VGA,BA8819,HYD,2025-05-01T20:55:00+00:00,2025-05-01T22:15:00+00:00,6652.611103
VGA,BA8818,HYD,2025-05-01T18:15:00+00:00,2025-05-01T19:15:00+00:00,5319.277769
VGA,AI9677,VTZ,2025-05-01T21:30:00+00:00,2025-05-01T22:45:00+00:00,6450.040085
VGA,BA8817,HYD,2025-05-01T16:45:00+00:00,2025-05-01T17:45:00+00:00,5319.277769
VGA,6E7133,BLR,2025-05-01T20:50:00+00:00,2025-05-01T22:35:00+00:00,9482.657037
VGA,6E7392,HYD,2025-05-01T20:55:00+00:00,2025-05-01T22:15:00+00:00,6652.611103
VGA,6E7297,HYD,2025-05-01T10:30:00+00:00,2025-05-01T11:30:00+00:00,5319.277769
VGA,6E7214,HYD,2025-05-01T16:45:00+00:00,2025-05-01T17:45:00+00:00,5319.277769
VGA,6E7209,HYD,2025-05-01T07:35:00+00:00,2025-05-01T08:35:00+00:00,5319.277769
VGA,6E7206,HYD,2025-05-01T18:15:00+00:00,2025-05-01T19:15:00+00:00,5319.277769
VGA,6E7153,HYD,2025-05-01T15:15:00+00:00,2025-05-01T16:15:00+00:00,5319.277769
VGA,AI2712,DEL,2025-05-01T21:10:00+00:00,2025-05-01T23:40:00+00:00,16928.42317
VGA,AI2572,DEL,2025-05-01T08:55:00+00:00,2025-05-01T11:30:00+00:00,17261.7565
VGA,6E2178,DEL,2025-05-01T11:10:00+00:00,2025-05-01T13:35:00+00:00,16595.08983
VGA,6E7279,CDP,2025-05-01T14:50:00+00:00,2025-05-01T16:00:00+00:00,6224.933882
VGA,AI599,BOM,2025-05-01T19:10:00+00:00,2025-05-01T21:05:00+00:00,12101.00395
VGA,6E5192,BOM,2025-05-01T19:45:00+00:00,2025-05-01T21:50:00+00:00,12767.67061
VGA,6E7586,BLR,2025-05-01T17:40:00+00:00,2025-05-01T19:25:00+00:00,9482.657037
VGA,6E7445,BLR,2025-05-01T12:15:00+00:00,2025-05-01T14:00:00+00:00,9482.657037
VGA,6E7203,BLR,2025-05-01T07:50:00+00:00,2025-05-01T09:35:00+00:00,9482.657037
VTZ,6.00E+218,BLR,2025-05-02T07:45:00+00:00,2025-05-02T09:30:00+00:00,10876.13526
VTZ,6E915,HYD,2025-05-02T07:40:00+00:00,2025-05-02T08:55:00+00:00,7560.563948
VTZ,AI9929,HYD,2025-05-02T09:00:00+00:00,2025-05-02T10:25:00+00:00,8227.230615
VTZ,6E716,HYD,2025-05-02T09:10:00+00:00,2025-05-02T10:25:00+00:00,7560.563948
VTZ,6E6645,HYD,2025-05-02T13:00:00+00:00,2025-05-02T14:15:00+00:00,7560.563948
VTZ,IX2886,HYD,2025-05-02T09:00:00+00:00,2025-05-02T10:25:00+00:00,8227.230615
VTZ,VS8679,DEL,2025-05-02T08:50:00+00:00,2025-05-02T11:15:00+00:00,16437.53389
VTZ,QF8689,DEL,2025-05-02T08:50:00+00:00,2025-05-02T11:15:00+00:00,16437.53389
VTZ,AI486,DEL,2025-05-02T12:35:00+00:00,2025-05-02T14:55:00+00:00,16104.20056
VTZ,6E845,MAA,2025-05-02T08:40:00+00:00,2025-05-02T10:00:00+00:00,8422.048399
VTZ,AA9199,DEL,2025-05-02T08:50:00+00:00,2025-05-02T11:15:00+00:00,16437.53389
VTZ,6E881,MAA,2025-05-02T12:15:00+00:00,2025-05-02T13:35:00+00:00,8422.048399
VTZ,6E2504,DEL,2025-05-02T08:50:00+00:00,2025-05-02T11:15:00+00:00,16437.53389
VTZ,MH5265,MAA,2025-05-02T12:15:00+00:00,2025-05-02T13:35:00+00:00,8422.048399
VTZ,MH5268,MAA,2025-05-02T12:15:00+00:00,2025-05-02T13:35:00+00:00,8422.048399
VTZ,VS8678,BOM,2025-05-02T15:05:00+00:00,2025-05-02T17:15:00+00:00,14189.27495
VTZ,6E7063,TIR,2025-05-02T10:25:00+00:00,2025-05-02T12:10:00+00:00,10001.48909
VTZ,6E5247,BOM,2025-05-02T15:05:00+00:00,2025-05-02T17:15:00+00:00,14189.27495
VTZ,I7204,PYB,2025-05-02T14:35:00+00:00,2025-05-02T15:35:00+00:00,4733.240189
VTZ,AI2496,BOM,2025-05-02T16:10:00+00:00,2025-05-02T18:30:00+00:00,14855.94161
VTZ,VS8677,BLR,2025-05-02T14:55:00+00:00,2025-05-02T16:50:00+00:00,11542.80192
VTZ,6Y5309,BLR,2025-05-02T14:55:00+00:00,2025-05-02T16:50:00+00:00,11542.80192
VTZ,VS8674,BLR,2025-05-02T07:45:00+00:00,2025-05-02T09:30:00+00:00,10876.13526
VTZ,6E7296,RPR,2025-05-02T11:00:00+00:00,2025-05-02T12:30:00+00:00,8067.364251
VTZ,BA8823,HYD,2025-05-01T19:20:00+00:00,2025-05-01T20:35:00+00:00,7560.563948
VTZ,IX2886,HYD,2025-05-01T09:00:00+00:00,2025-05-01T10:25:00+00:00,8227.230615
VTZ,IX2658,HYD,2025-05-01T20:15:00+00:00,2025-05-01T21:35:00+00:00,7893.897281
VTZ,BA8825,HYD,2025-05-01T20:55:00+00:00,2025-05-01T22:05:00+00:00,7227.230615
VTZ,BA8824,HYD,2025-05-01T23:10:00+00:00,2025-05-02T00:20:00+00:00,7227.230615
VTZ,6E7063,TIR,2025-05-01T10:25:00+00:00,2025-05-01T12:10:00+00:00,10001.48909
VTZ,AI9676,VGA,2025-05-01T20:05:00+00:00,2025-05-01T21:00:00+00:00,5116.706751
VTZ,AI9931,HYD,2025-05-01T20:15:00+00:00,2025-05-01T21:35:00+00:00,7893.897281
VTZ,6.00E+218,BLR,2025-05-01T07:45:00+00:00,2025-05-01T09:30:00+00:00,10876.13526
VTZ,AI9929,HYD,2025-05-01T09:00:00+00:00,2025-05-01T10:25:00+00:00,8227.230615
VTZ,IX2743,VGA,2025-05-01T20:05:00+00:00,2025-05-01T21:00:00+00:00,5116.706751
VTZ,6E7129,VGA,2025-05-01T18:55:00+00:00,2025-05-01T20:00:00+00:00,5783.373418
VTZ,AI485,IXZ,2025-05-01T08:15:00+00:00,2025-05-01T10:15:00+00:00,14122.44088
VTZ,6E6089,MAA,2025-05-01T18:35:00+00:00,2025-05-01T19:55:00+00:00,8422.048399
VTZ,6E845,MAA,2025-05-01T08:40:00+00:00,2025-05-01T10:00:00+00:00,8422.048399
VTZ,6E881,MAA,2025-05-01T12:15:00+00:00,2025-05-01T13:35:00+00:00,8422.048399
VTZ,6E7296,RPR,2025-05-01T11:00:00+00:00,2025-05-01T12:30:00+00:00,8067.364251
VTZ,MH5265,MAA,2025-05-01T12:15:00+00:00,2025-05-01T13:35:00+00:00,8422.048399
VTZ,I7204,PYB,2025-05-01T14:35:00+00:00,2025-05-01T15:35:00+00:00,4733.240189
VTZ,MH5580,MAA,2025-05-01T18:35:00+00:00,2025-05-01T19:55:00+00:00,8422.048399
VTZ,MH5277,MAA,2025-05-01T12:15:00+00:00,2025-05-01T13:35:00+00:00,8422.048399
VTZ,MH5279,MAA,2025-05-01T18:35:00+00:00,2025-05-01T19:55:00+00:00,8422.048399
VTZ,6E2776,DEL,2025-05-01T22:45:00+00:00,2025-05-02T01:10:00+00:00,16437.53389
VTZ,6E2772,BLR,2025-05-01T17:35:00+00:00,2025-05-01T19:20:00+00:00,10876.13526
VTZ,6Y5309,BLR,2025-05-01T14:55:00+00:00,2025-05-01T16:50:00+00:00,11542.80192
VTZ,AF6453,BLR,2025-05-01T17:35:00+00:00,2025-05-01T19:20:00+00:00,10876.13526
VTZ,AI9918,BLR,2025-05-01T23:15:00+00:00,2025-05-02T00:55:00+00:00,10542.80192
VTZ,IX2744,BLR,2025-05-01T23:15:00+00:00,2025-05-02T00:55:00+00:00,10542.80192
VTZ,VS8674,BLR,2025-05-01T07:45:00+00:00,2025-05-01T09:30:00+00:00,10876.13526
VTZ,VS8676,BLR,2025-05-01T17:35:00+00:00,2025-05-01T19:20:00+00:00,10876.13526
VTZ,VS8677,BLR,2025-05-01T14:55:00+00:00,2025-05-01T16:50:00+00:00,11542.80192
VTZ,6E5247,BOM,2025-05-01T15:05:00+00:00,2025-05-01T17:15:00+00:00,14189.27495
VTZ,AI2496,BOM,2025-05-01T16:10:00+00:00,2025-05-01T18:35:00+00:00,15189.27495
VTZ,AI654,BOM,2025-05-01T16:10:00+00:00,2025-05-01T18:35:00+00:00,15189.27495
VTZ,VS8678,BOM,2025-05-01T15:05:00+00:00,2025-05-01T17:15:00+00:00,14189.27495
VTZ,6E617,CCU,2025-05-01T19:55:00+00:00,2025-05-01T21:30:00+00:00,10193.25723
VTZ,6E2504,DEL,2025-05-01T08:50:00+00:00,2025-05-01T11:15:00+00:00,16437.53389
VTZ,6E915,HYD,2025-05-01T07:40:00+00:00,2025-05-01T08:55:00+00:00,7560.563948
VTZ,AA9199,DEL,2025-05-01T08:50:00+00:00,2025-05-01T11:15:00+00:00,16437.53389
VTZ,AI2570,DEL,2025-05-01T18:15:00+00:00,2025-05-01T21:05:00+00:00,18104.20056
VTZ,AI2714,DEL,2025-05-01T21:25:00+00:00,2025-05-01T23:45:00+00:00,16104.20056
VTZ,QF8687,DEL,2025-05-01T22:45:00+00:00,2025-05-02T01:10:00+00:00,16437.53389
VTZ,QF8689,DEL,2025-05-01T08:50:00+00:00,2025-05-01T11:15:00+00:00,16437.53389
VTZ,VS8679,DEL,2025-05-01T08:50:00+00:00,2025-05-01T11:15:00+00:00,16437.53389
VTZ,VS8680,DEL,2025-05-01T22:45:00+00:00,2025-05-02T01:10:00+00:00,16437.53389
VTZ,6.00E+216,HYD,2025-05-01T19:20:00+00:00,2025-05-01T20:35:00+00:00,7560.563948
VTZ,6E385,HYD,2025-05-01T23:10:00+00:00,2025-05-02T00:20:00+00:00,7227.230615
VTZ,6E6645,HYD,2025-05-01T13:00:00+00:00,2025-05-01T14:15:00+00:00,7560.563948
VTZ,6E716,HYD,2025-05-01T09:10:00+00:00,2025-05-01T10:25:00+00:00,7560.563948
VTZ,6E783,HYD,2025-05-01T16:40:00+00:00,2025-05-01T17:55:00+00:00,7560.563948
VTZ,6E883,HYD,2025-05-01T20:55:00+00:00,2025-05-01T22:05:00+00:00,7227.230615
TEI,9I704,GAU,2025-05-02T08:40:00+00:00,2025-05-02T10:05:00+00:00,8141.662547
ZER,9I423,GAU,2025-05-02T13:20:00+00:00,2025-05-02T14:35:00+00:00,6384.078698
DIB,AI2726,IXB,2025-05-02T12:30:00+00:00,2025-05-02T13:40:00+00:00,8012.717454
DIB,6E6894,CCU,2025-05-02T10:15:00+00:00,2025-05-02T11:55:00+00:00,10924.24441
DIB,6E6373,DEL,2025-05-02T09:50:00+00:00,2025-05-02T13:00:00+00:00,21486.99038
DIB,6E6604,DEL,2025-05-02T15:15:00+00:00,2025-05-02T18:15:00+00:00,20820.32371
DIB,AI734,IMF,2025-05-02T13:55:00+00:00,2025-05-02T15:10:00+00:00,6609.499686
DIB,6.00E+187,GAU,2025-05-02T14:30:00+00:00,2025-05-02T15:40:00+00:00,6535.340677
DIB,6E6102,CCU,2025-05-02T16:00:00+00:00,2025-05-02T17:40:00+00:00,10924.24441
DIB,AI9477,GAU,2025-05-02T14:00:00+00:00,2025-05-02T15:10:00+00:00,6535.340677
DIB,IX1187,GAU,2025-05-02T14:00:00+00:00,2025-05-02T15:10:00+00:00,6535.340677
DIB,6.00E+187,GAU,2025-05-01T14:30:00+00:00,2025-05-01T15:40:00+00:00,6535.340677
DIB,AI2726,IXB,2025-05-01T12:30:00+00:00,2025-05-01T13:40:00+00:00,8012.717454
DIB,6E525,IXA,2025-05-01T15:00:00+00:00,2025-05-01T16:10:00+00:00,7416.247411
DIB,AI734,IMF,2025-05-01T13:55:00+00:00,2025-05-01T15:10:00+00:00,6609.499686
DIB,IX1187,GAU,2025-05-01T14:00:00+00:00,2025-05-01T15:10:00+00:00,6535.340677
DIB,AI9477,GAU,2025-05-01T14:00:00+00:00,2025-05-01T15:10:00+00:00,6535.340677
DIB,6E6604,DEL,2025-05-01T15:15:00+00:00,2025-05-01T18:15:00+00:00,20820.32371
DIB,6E6373,DEL,2025-05-01T09:50:00+00:00,2025-05-01T13:00:00+00:00,21486.99038
DIB,6E6894,CCU,2025-05-01T10:15:00+00:00,2025-05-01T11:55:00+00:00,10924.24441
DIB,6E6102,CCU,2025-05-01T16:00:00+00:00,2025-05-01T17:40:00+00:00,10924.24441
GAU,SG3453,IXB,2025-05-02T14:55:00+00:00,2025-05-02T16:25:00+00:00,7655.974396
GAU,6E457,AJL,2025-05-02T12:50:00+00:00,2025-05-02T13:55:00+00:00,5692.30656
GAU,9I783,AJL,2025-05-02T10:35:00+00:00,2025-05-02T11:40:00+00:00,5692.30656
GAU,9I703,TEI,2025-05-02T06:50:00+00:00,2025-05-02T08:15:00+00:00,8141.662547
GAU,6E316,BLR,2025-05-02T16:35:00+00:00,2025-05-02T19:55:00+00:00,23515.75289
GAU,6E6542,BLR,2025-05-02T06:20:00+00:00,2025-05-02T09:40:00+00:00,23515.75289
GAU,IX1067,DMU,2025-05-02T13:20:00+00:00,2025-05-02T14:30:00+00:00,5767.488081
GAU,AI9494,BLR,2025-05-02T11:50:00+00:00,2025-05-02T15:10:00+00:00,23515.75289
GAU,AI9616,IMF,2025-05-02T16:05:00+00:00,2025-05-02T17:15:00+00:00,6047.471325
GAU,6E2059,IMF,2025-05-02T07:40:00+00:00,2025-05-02T08:40:00+00:00,5380.804659
GAU,SG3445,PAT,2025-05-02T10:35:00+00:00,2025-05-02T12:10:00+00:00,9602.373707
GAU,IX2792,BLR,2025-05-02T11:50:00+00:00,2025-05-02T15:10:00+00:00,23515.75289
GAU,6E927,MAA,2025-05-02T08:35:00+00:00,2025-05-02T11:35:00+00:00,21400.13052
GAU,QF8675,BLR,2025-05-02T16:35:00+00:00,2025-05-02T19:55:00+00:00,23515.75289
GAU,QF8677,BLR,2025-05-02T06:20:00+00:00,2025-05-02T09:40:00+00:00,23515.75289
GAU,AI9591,HYD,2025-05-02T13:40:00+00:00,2025-05-02T16:40:00+00:00,20386.2681
GAU,VS8973,BLR,2025-05-02T16:35:00+00:00,2025-05-02T19:55:00+00:00,23515.75289
GAU,VS8974,BLR,2025-05-02T06:20:00+00:00,2025-05-02T09:40:00+00:00,23515.75289
GAU,6E6224,BOM,2025-05-02T06:15:00+00:00,2025-05-02T09:40:00+00:00,24030.37314
GAU,AI9950,DMU,2025-05-02T13:20:00+00:00,2025-05-02T14:30:00+00:00,5767.488081
GAU,6E6771,IXA,2025-05-02T13:10:00+00:00,2025-05-02T14:05:00+00:00,4908.056131
GAU,VS8975,BOM,2025-05-02T06:15:00+00:00,2025-05-02T09:40:00+00:00,24030.37314
GAU,IX1142,IMF,2025-05-02T16:05:00+00:00,2025-05-02T17:15:00+00:00,6047.471325
GAU,IX1956,JAI,2025-05-02T15:25:00+00:00,2025-05-02T18:05:00+00:00,18536.45377
GAU,6.00E+201,CCU,2025-05-02T07:45:00+00:00,2025-05-02T09:05:00+00:00,7820.890343
GAU,QP1372,IXB,2025-05-02T09:10:00+00:00,2025-05-02T10:15:00+00:00,5989.30773
GAU,6.00E+213,CCU,2025-05-02T08:55:00+00:00,2025-05-02T10:15:00+00:00,7820.890343
GAU,6E394,CCU,2025-05-02T13:45:00+00:00,2025-05-02T15:00:00+00:00,7487.55701
GAU,9I422,ZER,2025-05-02T11:45:00+00:00,2025-05-02T13:00:00+00:00,6384.078698
GAU,AI9739,JAI,2025-05-02T15:25:00+00:00,2025-05-02T18:05:00+00:00,18536.45377
GAU,6E6729,CCU,2025-05-02T16:30:00+00:00,2025-05-02T17:40:00+00:00,7154.223677
GAU,6E6441,DMU,2025-05-02T12:40:00+00:00,2025-05-02T13:45:00+00:00,5434.154748
GAU,6E2008,DEL,2025-05-02T10:40:00+00:00,2025-05-02T13:20:00+00:00,17956.1638
GAU,6E2039,DEL,2025-05-02T13:15:00+00:00,2025-05-02T15:55:00+00:00,17956.1638
GAU,6E6304,DEL,2025-05-02T05:40:00+00:00,2025-05-02T08:20:00+00:00,17956.1638
GAU,IX2892,HYD,2025-05-02T13:40:00+00:00,2025-05-02T16:40:00+00:00,20386.2681
